Error,Ntotal,Nworkers,Time
0.00000567,2000000000,1,68974
4.610508550924495E-6,16000000000,8,70450
1.2763940615949628E-6,32000000000,16,70485
2.8263219557848443E-6,64000000000,32,71908
1.3741649324992772E-6,128000000000,64,72120
